certificate_number,record_id,certificate_type,issue_date,issuing_office,valid_until,observed_at,source_system
XS-CRA-CERT-000867,CSR-00867,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000868,CSR-00868,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000869,CSR-00869,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000870,CSR-00870,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000871,CSR-00871,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000872,CSR-00872,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000873,CSR-00873,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000874,CSR-00874,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000875,CSR-00875,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000876,CSR-00876,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000877,CSR-00877,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000878,CSR-00878,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000879,CSR-00879,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000880,CSR-00880,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000881,CSR-00881,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000882,CSR-00882,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000883,CSR-00883,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000884,CSR-00884,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000885,CSR-00885,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000886,CSR-00886,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000887,CSR-00887,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000888,CSR-00888,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000889,CSR-00889,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000890,CSR-00890,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000891,CSR-00891,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000892,CSR-00892,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000893,CSR-00893,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000894,CSR-00894,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000895,CSR-00895,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000896,CSR-00896,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000897,CSR-00897,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000898,CSR-00898,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000899,CSR-00899,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000900,CSR-00900,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000901,CSR-00901,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000902,CSR-00902,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000903,CSR-00903,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000904,CSR-00904,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000905,CSR-00905,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000906,CSR-00906,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000907,CSR-00907,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000908,CSR-00908,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000909,CSR-00909,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000910,CSR-00910,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000911,CSR-00911,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000912,CSR-00912,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000913,CSR-00913,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000914,CSR-00914,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000915,CSR-00915,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000916,CSR-00916,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000917,CSR-00917,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000918,CSR-00918,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000919,CSR-00919,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000920,CSR-00920,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000921,CSR-00921,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000922,CSR-00922,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000923,CSR-00923,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000924,CSR-00924,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000925,CSR-00925,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000926,CSR-00926,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000927,CSR-00927,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000928,CSR-00928,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000929,CSR-00929,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000930,CSR-00930,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000931,CSR-00931,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000932,CSR-00932,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000933,CSR-00933,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000934,CSR-00934,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000935,CSR-00935,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000936,CSR-00936,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000937,CSR-00937,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000938,CSR-00938,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000939,CSR-00939,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000940,CSR-00940,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000941,CSR-00941,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000942,CSR-00942,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000943,CSR-00943,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000944,CSR-00944,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000945,CSR-00945,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000946,CSR-00946,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000947,CSR-00947,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000948,CSR-00948,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000949,CSR-00949,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000950,CSR-00950,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000951,CSR-00951,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000952,CSR-00952,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000953,CSR-00953,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000954,CSR-00954,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000955,CSR-00955,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000956,CSR-00956,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000957,CSR-00957,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000958,CSR-00958,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000959,CSR-00959,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000960,CSR-00960,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000961,CSR-00961,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000962,CSR-00962,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000963,CSR-00963,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000964,CSR-00964,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000965,CSR-00965,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000966,CSR-00966,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000967,CSR-00967,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000968,CSR-00968,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000969,CSR-00969,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000970,CSR-00970,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000971,CSR-00971,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000972,CSR-00972,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000973,CSR-00973,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000974,CSR-00974,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000975,CSR-00975,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000976,CSR-00976,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000977,CSR-00977,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000978,CSR-00978,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000979,CSR-00979,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000980,CSR-00980,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000981,CSR-00981,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000982,CSR-00982,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000983,CSR-00983,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000984,CSR-00984,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000985,CSR-00985,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000986,CSR-00986,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000987,CSR-00987,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000988,CSR-00988,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000989,CSR-00989,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000990,CSR-00990,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000991,CSR-00991,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000992,CSR-00992,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000993,CSR-00993,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000994,CSR-00994,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000995,CSR-00995,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000996,CSR-00996,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000997,CSR-00997,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000998,CSR-00998,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000999,CSR-00999,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-001000,CSR-01000,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
